# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 14 16:34:50 2026
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2,releasedate
Kepler-668 b,Kepler-668,1,Transit,2016,Kepler,0,2.70000000,0.23000000,-0.18000000,0,784.61800000,17.06800000,-16.36900000,2016-05-10
Kepler-669 b,Kepler-669,1,Transit,2016,Kepler,0,4.83000000,1.28000000,-0.55000000,0,2063.41000000,147.43000000,-129.40000000,2016-05-10
Kepler-67 b,Kepler-67,1,Transit,2013,Kepler,0,2.94000000,0.16000000,-0.16000000,0,1131.19000000,70.63000000,-62.92000000,2014-05-14
Kepler-670 b,Kepler-670,1,Transit,2016,Kepler,0,13.18000000,2.94000000,-1.21000000,0,939.74400000,18.25000000,-17.58000000,2016-05-10
Kepler-671 b,Kepler-671,1,Transit,2016,Kepler,0,2.69000000,0.49000000,-0.20000000,0,1168.26000000,43.81000000,-40.80000000,2016-05-10
Kepler-672 b,Kepler-672,1,Transit,2016,Kepler,0,2.50000000,0.32000000,-0.18000000,0,1033.93000000,21.79500000,-21.79500000,2016-05-10
Kepler-673 b,Kepler-673,1,Transit,2016,Kepler,0,6.54000000,0.53000000,-0.48000000,0,918.21000000,22.25400000,-21.24200000,2016-05-10
Kepler-674 b,Kepler-674,1,Transit,2016,Kepler,0,1.69000000,0.10000000,-0.07000000,0,342.25400000,3.29300000,-3.23200000,2016-05-10
Kepler-675 b,Kepler-675,1,Transit,2016,Kepler,0,2.44000000,0.24000000,-0.16000000,0,665.68000000,13.61850000,-13.61850000,2016-05-10
Kepler-676 b,Kepler-676,1,Transit,2016,Kepler,0,3.04000000,0.14000000,-0.34000000,0,295.19600000,2.80650000,-2.80650000,2016-05-10
Kepler-677 b,Kepler-677,1,Transit,2016,Kepler,0,5.38000000,1.17000000,-0.42000000,0,1954.08000000,109.21000000,-98.45000000,2016-05-10
Kepler-678 b,Kepler-678,1,Transit,2016,Kepler,0,5.14000000,0.66000000,-0.35000000,0,1826.15000000,85.25000000,-78.10000000,2016-05-10
Kepler-679 b,Kepler-679,1,Transit,2016,Kepler,0,3.01000000,0.32000000,-0.39000000,0,922.24400000,25.39700000,-24.09400000,2016-05-10
Kepler-68 b,Kepler-68,1,Transit,2013,Kepler,0,2.35700000,0.02300000,-0.02300000,0,144.16600000,0.43600000,-0.43400000,2023-04-17
Kepler-68 c,Kepler-68,1,Transit,2013,Kepler,0,0.97900000,0.01900000,-0.01900000,0,144.16600000,0.43600000,-0.43400000,2023-04-17
Kepler-68 d,Kepler-68,1,Radial Velocity,2013,W. M. Keck Observatory,0,,,,,144.16600000,0.43600000,-0.43400000,2023-04-17
Kepler-68 e,Kepler-68,1,Radial Velocity,2023,Roque de los Muchachos Observatory,0,,,,,144.16600000,0.43600000,-0.43400000,2023-04-17
Kepler-680 b,Kepler-680,1,Transit,2016,Kepler,0,2.42000000,0.82000000,-0.25000000,0,1492.48000000,54.79000000,-51.12000000,2016-05-10
Kepler-681 b,Kepler-681,1,Transit,2016,Kepler,0,3.08000000,0.16000000,-0.16000000,0,686.92300000,11.22700000,-10.87800000,2016-05-10
Kepler-682 b,Kepler-682,1,Transit,2016,Kepler,0,7.37000000,0.77000000,-0.50000000,0,1979.25000000,104.85000000,-95.00000000,2016-05-10
Kepler-683 b,Kepler-683,1,Transit,2016,Kepler,0,1.97000000,0.34000000,-0.17000000,0,1023.07000000,30.19050000,-30.19050000,2016-05-10
Kepler-684 b,Kepler-684,1,Transit,2016,Kepler,0,3.36000000,0.30000000,-0.30000000,0,1731.27000000,89.34500000,-89.34500000,2016-05-10
Kepler-685 b,Kepler-685,1,Transit,2016,Kepler,0,10.58000000,3.06000000,-1.19000000,0,938.71500000,30.93400000,-30.93400000,2016-05-10
Kepler-686 b,Kepler-686,1,Transit,2016,Kepler,0,12.15000000,1.97000000,-1.01000000,0,1490.94000000,67.81000000,-62.26000000,2016-05-10
Kepler-687 b,Kepler-687,1,Transit,2016,Kepler,0,3.52000000,0.16000000,-0.20000000,0,633.66000000,11.67600000,-11.26700000,2016-05-10
Kepler-688 b,Kepler-688,1,Transit,2016,Kepler,0,9.76000000,1.76000000,-0.97000000,0,1357.75000000,61.62000000,-56.58000000,2016-05-10
Kepler-689 b,Kepler-689,1,Transit,2016,Kepler,0,2.89000000,0.35000000,-0.23000000,0,1131.73000000,50.56000000,-46.47000000,2016-05-10
Kepler-69 b,Kepler-69,1,Transit,2013,Kepler,0,2.24000000,0.44000000,-0.29000000,0,730.62500000,7.65550000,-7.65550000,2014-05-14
Kepler-69 c,Kepler-69,1,Transit,2013,Kepler,0,1.71000000,0.34000000,-0.23000000,0,730.62500000,7.65550000,-7.65550000,2014-05-14
Kepler-690 b,Kepler-690,1,Transit,2016,Kepler,0,5.95000000,1.83000000,-0.75000000,0,1665.31000000,116.04000000,-102.07000000,2016-05-10
Kepler-691 b,Kepler-691,1,Transit,2016,Kepler,0,2.09000000,0.09000000,-0.09000000,0,279.11500000,3.43400000,-3.35300000,2016-05-10
Kepler-692 b,Kepler-692,1,Transit,2016,Kepler,0,3.11000000,0.37000000,-0.23000000,0,991.33600000,34.35400000,-32.16300000,2016-05-10
Kepler-693 b,Kepler-693,1,Transit,2016,Kepler,0,10.18000000,0.50000000,-0.77000000,0,1151.51000000,57.13000000,-52.06000000,2016-05-10
Kepler-694 b,Kepler-694,1,Transit,2016,Kepler,0,2.80000000,0.52000000,-0.22000000,0,1023.06000000,30.36000000,-28.68000000,2016-05-10
Kepler-695 b,Kepler-695,1,Transit,2016,Kepler,0,9.21000000,0.71000000,-0.56000000,0,842.94700000,21.52900000,-20.50100000,2016-05-10
Kepler-696 b,Kepler-696,1,Transit,2016,Kepler,0,6.14000000,1.63000000,-0.70000000,0,1416.44000000,55.63500000,-55.63500000,2016-05-10
Kepler-697 b,Kepler-697,1,Transit,2016,Kepler,0,4.13000000,0.55000000,-0.31000000,0,1277.33000000,49.55000000,-46.03000000,2016-05-10
Kepler-698 b,Kepler-698,1,Transit,2016,Kepler,0,3.68000000,0.45000000,-0.45000000,0,1995.57000000,107.00000000,-96.84000000,2016-05-10
Kepler-7 b,Kepler-7,1,Transit,2009,Kepler,0,18.18099800,0.14571700,-0.14571700,0,922.56200000,20.60500000,-19.73900000,2015-10-15
Kepler-700 b,Kepler-700,1,Transit,2016,Kepler,0,5.99000000,0.91000000,-0.50000000,0,1491.76000000,60.51000000,-56.05000000,2016-05-10
Kepler-701 b,Kepler-701,1,Transit,2016,Kepler,0,2.84000000,0.22000000,-0.45000000,0,774.15200000,13.37900000,-12.94100000,2016-05-10
Kepler-702 b,Kepler-702,1,Transit,2016,Kepler,0,9.17000000,0.84000000,-0.58000000,0,992.07100000,29.18650000,-29.18650000,2016-05-10
Kepler-703 b,Kepler-703,1,Transit,2016,Kepler,0,8.20000000,3.71000000,-1.39000000,0,1156.83000000,48.89000000,-45.14000000,2016-05-10
Kepler-704 b,Kepler-704,1,Transit,2016,Kepler,0,2.61000000,0.60000000,-0.43000000,0,1228.83000000,45.68000000,-42.57000000,2016-05-10
Kepler-705 b,Kepler-705,1,Transit,2016,Kepler,0,2.11000000,0.10000000,-0.08000000,0,276.88100000,3.85800000,-3.75500000,2016-05-10
Kepler-707 b,Kepler-707,1,Transit,2016,Kepler,0,1.33000000,0.09000000,-0.10000000,0,591.77600000,7.05200000,-6.89200000,2016-05-10
Kepler-708 b,Kepler-708,1,Transit,2016,Kepler,0,2.93000000,0.64000000,-0.28000000,0,1394.22000000,58.43500000,-58.43500000,2016-05-10
Kepler-709 b,Kepler-709,1,Transit,2016,Kepler,0,2.92000000,0.18000000,-0.19000000,0,664.84300000,11.73900000,-11.73900000,2016-05-10
Kepler-710 b,Kepler-710,1,Transit,2016,Kepler,0,1.88000000,0.24000000,-0.15000000,0,1448.34000000,43.61000000,-43.61000000,2016-05-10
Kepler-711 b,Kepler-711,1,Transit,2016,Kepler,0,3.41000000,0.34000000,-0.63000000,0,624.57500000,11.32700000,-10.93700000,2016-05-10
Kepler-712 b,Kepler-712,1,Transit,2016,Kepler,0,3.41000000,0.14000000,-0.11000000,0,872.49300000,32.54100000,-32.54100000,2016-05-10
Kepler-712 c,Kepler-712,1,Transit,2016,Kepler,0,4.85000000,0.26000000,-0.41000000,0,872.49300000,32.54100000,-32.54100000,2016-05-10
Kepler-713 b,Kepler-713,1,Transit,2016,Kepler,0,2.48000000,0.50000000,-0.29000000,0,1089.87000000,32.81000000,-30.98000000,2016-05-10
Kepler-714 b,Kepler-714,1,Transit,2016,Kepler,0,9.67000000,2.49000000,-1.01000000,0,2083.37000000,98.44000000,-90.11000000,2016-05-10
Kepler-715 b,Kepler-715,1,Transit,2016,Kepler,0,3.75000000,0.83000000,-0.50000000,0,1327.44000000,48.96000000,-45.66000000,2016-05-10
Kepler-716 b,Kepler-716,1,Transit,2016,Kepler,0,2.90000000,0.35000000,-0.17000000,0,635.00900000,8.89500100,-8.65700000,2016-05-10
Kepler-716 c,Kepler-716,1,Transit,2020,Kepler,0,1.39281536,,,0,635.00900000,8.89500100,-8.65700000,2020-09-03
Kepler-717 b,Kepler-717,1,Transit,2016,Kepler,0,2.42000000,0.25000000,-0.35000000,0,2805.48000000,310.63500000,-310.63500000,2016-05-10
Kepler-718 b,Kepler-718,1,Transit,2016,Kepler,0,16.56000000,6.97000000,-3.12000000,0,1302.33000000,48.46000000,-45.16000000,2016-05-10
Kepler-719 b,Kepler-719,1,Transit,2016,Kepler,0,8.52000000,1.83000000,-0.90000000,0,2497.51000000,269.10000000,-222.42000000,2016-05-10
Kepler-720 b,Kepler-720,1,Transit,2016,Kepler,0,8.41000000,1.61000000,-0.80000000,0,1065.37000000,37.63000000,-35.18000000,2016-05-10
Kepler-721 b,Kepler-721,1,Transit,2016,Kepler,0,2.64000000,0.14000000,-0.14000000,0,926.59800000,35.07600000,-32.65000000,2016-05-10
Kepler-722 b,Kepler-722,1,Transit,2016,Kepler,0,2.63000000,0.71000000,-0.29000000,0,1239.50000000,47.37000000,-44.07000000,2016-05-10
Kepler-722 c,Kepler-722,1,Transit,2016,Kepler,0,2.82000000,0.56000000,-0.33000000,0,1239.50000000,47.37000000,-44.07000000,2016-05-10
Kepler-723 b,Kepler-723,1,Transit,2016,Kepler,0,12.19000000,1.58000000,-0.79000000,0,1071.80000000,,,2016-05-10
Kepler-724 b,Kepler-724,1,Transit,2016,Kepler,0,3.29000000,0.40000000,-0.23000000,0,853.11900000,20.17200000,-20.17200000,2016-05-10
Kepler-725 b,Kepler-725,1,Transit,2016,Kepler,0,10.80000000,0.60000000,-0.60000000,0,758.46900000,13.87700000,-13.39600000,2025-06-26
Kepler-725 c,Kepler-725,1,Transit Timing Variations,2025,Kepler,0,,,,,758.46900000,13.87700000,-13.39600000,2025-06-26
Kepler-726 b,Kepler-726,1,Transit,2016,Kepler,0,3.26000000,0.32000000,-0.35000000,0,762.08100000,14.25200000,-13.74800000,2016-05-10
Kepler-727 b,Kepler-727,1,Transit,2016,Kepler,0,2.53000000,0.35000000,-0.31000000,0,831.84200000,20.07300000,-20.07300000,2016-05-10
Kepler-728 b,Kepler-728,1,Transit,2016,Kepler,0,3.34000000,0.45000000,-0.26000000,0,1765.23000000,92.88000000,-84.20000000,2016-05-10
Kepler-729 b,Kepler-729,1,Transit,2016,Kepler,0,3.58000000,0.42000000,-0.25000000,0,1921.15000000,108.94000000,-98.07000000,2016-05-10
Kepler-730 b,Kepler-730,1,Transit,2016,Kepler,0,12.32990000,0.52682300,-0.56045000,0,1935.04000000,122.21000000,-108.79000000,2019-01-17
Kepler-730 c,Kepler-730,1,Transit,2018,Kepler,0,1.56926000,0.13450800,-0.13450800,0,1935.04000000,122.21000000,-108.79000000,2019-01-17
Kepler-731 b,Kepler-731,1,Transit,2016,Kepler,0,13.88000000,3.18000000,-1.52000000,0,1257.16000000,50.52000000,-46.82000000,2016-05-10
Kepler-732 b,Kepler-732,1,Transit,2016,Kepler,0,2.18000000,0.12000000,-0.16000000,0,174.82600000,0.85900000,-0.85000000,2016-05-10
Kepler-732 c,Kepler-732,1,Transit,2016,Kepler,0,1.27000000,0.07000000,-0.10000000,0,174.82600000,0.85900000,-0.85000000,2016-05-10
Kepler-733 b,Kepler-733,1,Transit,2016,Kepler,0,2.82000000,0.46000000,-0.19000000,0,916.70600000,21.47550000,-21.47550000,2016-05-10
Kepler-734 b,Kepler-734,1,Transit,2016,Kepler,0,3.56000000,0.14000000,-0.13000000,0,1157.21000000,26.01000000,-24.92000000,2016-05-10
Kepler-735 b,Kepler-735,1,Transit,2016,Kepler,0,2.95000000,0.16000000,-0.12000000,0,695.05900000,14.45900000,-13.89200000,2016-05-10
Kepler-736 b,Kepler-736,1,Transit,2016,Kepler,0,2.93000000,0.17000000,-0.53000000,0,1005.43000000,33.90000000,-31.78600000,2016-05-10
Kepler-737 b,Kepler-737,1,Transit,2016,Kepler,0,1.96000000,0.11000000,-0.11000000,0,205.11800000,1.15850000,-1.15850000,2016-05-10
Kepler-738 b,Kepler-738,1,Transit,2016,Kepler,0,2.50000000,0.20000000,-0.17000000,0,1113.65000000,37.50500000,-37.50500000,2016-05-10
Kepler-739 b,Kepler-739,1,Transit,2016,Kepler,0,3.32000000,0.49000000,-0.29000000,0,1370.65000000,51.11000000,-47.63000000,2016-05-10
Kepler-74 b,Kepler-74,1,Transit,2013,Kepler,0,10.76000000,0.22000000,-0.22000000,0,1177.55000000,28.48500000,-28.48500000,2015-01-29
Kepler-740 b,Kepler-740,1,Transit,2016,Kepler,0,4.57000000,0.53000000,-0.27000000,0,1442.02000000,66.93500000,-66.93500000,2016-05-10
Kepler-741 b,Kepler-741,1,Transit,2016,Kepler,0,2.97000000,1.01000000,-0.35000000,0,1661.87000000,77.76000000,-71.24000000,2016-05-10
Kepler-742 b,Kepler-742,1,Transit,2016,Kepler,0,3.24000000,0.11000000,-0.17000000,0,489.25300000,6.32500000,-6.16800000,2016-05-10
Kepler-743 b,Kepler-743,1,Transit,2016,Kepler,0,1.21000000,0.03000000,-0.05000000,0,278.98700000,2.08700000,-2.05600000,2016-05-10
Kepler-744 b,Kepler-744,1,Transit,2016,Kepler,0,1.62000000,0.12000000,-0.09000000,0,449.96400000,4.76800000,-4.76800000,2016-05-10
Kepler-745 b,Kepler-745,1,Transit,2016,Kepler,0,2.16000000,0.58000000,-0.22000000,0,1780.38000000,77.44500000,-77.44500000,2016-05-10
Kepler-746 b,Kepler-746,1,Transit,2016,Kepler,0,1.11000000,0.13000000,-0.09000000,0,,,,2016-05-10
Kepler-748 b,Kepler-748,1,Transit,2016,Kepler,0,2.52000000,0.65000000,-0.29000000,0,1705.99000000,78.58500000,-78.58500000,2016-05-10
Kepler-749 b,Kepler-749,1,Transit,2016,Kepler,0,3.10000000,0.23000000,-0.26000000,0,721.02700000,23.31150000,-23.31150000,2016-05-10
Kepler-75 b,Kepler-75,1,Transit,2013,Kepler,0,11.77000000,0.34000000,-0.34000000,0,835.35600000,18.76100000,-17.96800000,2015-01-29
Kepler-750 b,Kepler-750,1,Transit,2016,Kepler,0,3.07000000,1.06000000,-0.40000000,0,1296.02000000,33.64500000,-33.64500000,2016-05-10
Kepler-750 c,Kepler-750,1,Transit,2016,Kepler,0,1.62000000,0.65000000,-0.22000000,0,1296.02000000,33.64500000,-33.64500000,2016-05-10
Kepler-751 b,Kepler-751,1,Transit,2016,Kepler,0,2.46000000,0.23000000,-0.18000000,0,760.43000000,13.98000000,-13.49300000,2016-05-10
Kepler-752 b,Kepler-752,1,Transit,2016,Kepler,0,2.81000000,0.26000000,-0.21000000,0,1232.29000000,49.91000000,-46.24000000,2016-05-10
Kepler-753 b,Kepler-753,1,Transit,2016,Kepler,0,1.91000000,0.25000000,-0.09000000,0,274.76700000,1.75300000,-1.73100000,2016-05-10
Kepler-754 b,Kepler-754,1,Transit,2016,Kepler,0,2.01000000,0.48000000,-0.26000000,0,1770.27000000,84.73500000,-84.73500000,2016-05-10
Kepler-755 b,Kepler-755,1,Transit,2016,Kepler,0,1.76000000,0.06000000,-0.31000000,0,399.03400000,2.67250000,-2.67250000,2016-05-10
Kepler-755 c,Kepler-755,1,Transit,2016,Kepler,0,1.26000000,0.05000000,-0.05000000,0,399.03400000,2.67250000,-2.67250000,2016-05-10
Kepler-756 b,Kepler-756,1,Transit,2016,Kepler,0,1.12000000,0.09000000,-0.10000000,0,,,,2016-05-10
Kepler-757 b,Kepler-757,1,Transit,2016,Kepler,0,1.36000000,0.46000000,-0.22000000,0,1068.68000000,36.70000000,-34.39000000,2016-05-10
Kepler-758 b,Kepler-758,1,Transit,2016,Kepler,0,2.48000000,0.55000000,-0.40000000,0,1502.32000000,44.98000000,-42.48000000,2016-05-10
Kepler-758 c,Kepler-758,1,Transit,2016,Kepler,0,1.69000000,0.37000000,-0.29000000,0,1502.32000000,44.98000000,-42.48000000,2016-05-10
Kepler-758 d,Kepler-758,1,Transit,2016,Kepler,0,2.12000000,0.47000000,-0.33000000,0,1502.32000000,44.98000000,-42.48000000,2016-05-10
Kepler-758 e,Kepler-758,1,Transit,2016,Kepler,0,1.53000000,0.32000000,-0.25000000,0,1502.32000000,44.98000000,-42.48000000,2016-05-10
Kepler-759 b,Kepler-759,1,Transit,2016,Kepler,0,2.27000000,0.49000000,-0.24000000,0,1073.48000000,,,2016-05-10
Kepler-76 b,Kepler-76,1,Orbital Brightness Modulation,2013,Kepler,0,15.24424000,1.34508000,-1.34508000,0,822.96000000,10.43500000,-10.18200000,2015-10-15
Kepler-760 b,Kepler-760,1,Transit,2016,Kepler,0,3.06000000,0.26000000,-0.24000000,0,792.33600000,16.45400000,-15.81000000,2016-05-10
Kepler-760 c,Kepler-760,1,Transit,2016,Kepler,0,1.48000000,0.12000000,-0.09000000,0,792.33600000,16.45400000,-15.81000000,2016-05-10
Kepler-761 b,Kepler-761,1,Transit,2016,Kepler,0,2.03000000,0.25000000,-0.17000000,0,830.70700000,12.63450000,-12.63450000,2016-05-10
Kepler-762 b,Kepler-762,1,Transit,2016,Kepler,0,12.68000000,2.64000000,-1.26000000,0,1898.26000000,118.01000000,-105.22000000,2016-05-10
Kepler-763 b,Kepler-763,1,Transit,2016,Kepler,0,1.22000000,0.09000000,-0.08000000,0,962.45900000,30.18400000,-28.43200000,2016-05-10
Kepler-763 c,Kepler-763,1,Transit,2023,Kepler,0,1.42000000,0.07000000,-0.10000000,0,962.45900000,30.18400000,-28.43200000,2017-05-08
Kepler-763 d,Kepler-763,1,Transit,2023,Kepler,0,1.67000000,0.08000000,-0.12000000,0,962.45900000,30.18400000,-28.43200000,2017-05-08
Kepler-764 b,Kepler-764,1,Transit,2016,Kepler,0,1.64000000,0.20000000,-0.13000000,0,1047.84000000,27.81000000,-26.44000000,2016-05-10
Kepler-765 b,Kepler-765,1,Transit,2016,Kepler,0,2.43000000,0.53000000,-0.22000000,0,1076.28000000,18.01000000,-17.44000000,2016-05-10
Kepler-766 b,Kepler-766,1,Transit,2016,Kepler,0,3.39000000,0.93000000,-0.40000000,0,2297.62000000,268.86000000,-218.85000000,2016-05-10
Kepler-767 b,Kepler-767,1,Transit,2016,Kepler,0,6.64000000,0.86000000,-0.55000000,0,2251.03000000,158.51000000,-139.30000000,2016-05-10
Kepler-768 b,Kepler-768,1,Transit,2016,Kepler,0,1.79000000,0.20000000,-0.13000000,0,784.56000000,19.73100000,-18.80200000,2016-05-10
Kepler-769 b,Kepler-769,1,Transit,2016,Kepler,0,2.92000000,1.30000000,-0.46000000,0,1169.57000000,33.30000000,-31.54000000,2016-05-10
Kepler-769 c,Kepler-769,1,Transit,2016,Kepler,0,1.79000000,0.76000000,-0.27000000,0,1169.57000000,33.30000000,-31.54000000,2016-05-10
Kepler-77 b,Kepler-77,1,Transit,2013,Kepler,0,10.76100000,0.17900000,-0.17900000,0,639.41100000,7.05500000,-7.05500000,2014-05-14
Kepler-770 b,Kepler-770,1,Transit,2016,Kepler,0,2.30000000,0.32000000,-0.17000000,0,930.45700000,19.35300000,-18.59400000,2016-05-10
Kepler-770 c,Kepler-770,1,Transit,2016,Kepler,0,1.20000000,0.19000000,-0.10000000,0,930.45700000,19.35300000,-18.59400000,2016-05-10
Kepler-770 d,Kepler-770,1,Transit,2016,Kepler,0,1.40000000,0.19000000,-0.11000000,0,930.45700000,19.35300000,-18.59400000,2016-05-10
Kepler-771 b,Kepler-771,1,Transit,2016,Kepler,0,1.82000000,0.31000000,-0.21000000,0,1393.85000000,46.00000000,-43.19000000,2016-05-10
Kepler-772 b,Kepler-772,1,Transit,2016,Kepler,0,1.82000000,0.37000000,-0.24000000,0,1130.21000000,24.22000000,-24.22000000,2016-05-10
Kepler-773 b,Kepler-773,1,Transit,2016,Kepler,0,1.43000000,0.09000000,-0.07000000,0,547.02600000,4.30800000,-4.24200000,2016-05-10
Kepler-774 b,Kepler-774,1,Transit,2016,Kepler,0,3.17000000,0.46000000,-0.54000000,0,917.80400000,18.84600000,-18.11500000,2016-05-10
Kepler-775 b,Kepler-775,1,Transit,2016,Kepler,0,1.19000000,0.04000000,-0.04000000,0,398.67600000,2.14300000,-2.12000000,2016-05-10
Kepler-776 b,Kepler-776,1,Transit,2016,Kepler,0,1.28000000,0.11000000,-0.07000000,0,727.90400000,14.06800000,-13.55300000,2016-05-10
Kepler-777 b,Kepler-777,1,Transit,2016,Kepler,0,1.47000000,0.08000000,-0.08000000,0,443.10600000,7.01200000,-6.80100000,2016-05-10
Kepler-778 b,Kepler-778,1,Transit,2016,Kepler,0,1.68000000,0.10000000,-0.13000000,0,938.16800000,27.82800000,-26.29600000,2016-05-10
Kepler-779 b,Kepler-779,1,Transit,2016,Kepler,0,0.92000000,0.07000000,-0.07000000,0,283.15500000,2.61350000,-2.61350000,2016-05-10
Kepler-78 b,Kepler-78,1,Transit,2013,Kepler,0,1.20100000,0.02800000,-0.02800000,0,124.37600000,0.33000000,-0.32900000,2023-04-17
Kepler-780 b,Kepler-780,1,Transit,2016,Kepler,0,0.89000000,0.09000000,-0.06000000,0,557.65200000,,,2016-05-10
Kepler-781 b,Kepler-781,1,Transit,2016,Kepler,0,2.89000000,0.49000000,-0.24000000,0,1064.47000000,40.52000000,-37.70000000,2016-05-10
Kepler-782 b,Kepler-782,1,Transit,2016,Kepler,0,3.21000000,0.47000000,-0.30000000,0,446.84400000,5.81600000,-5.67100000,2016-05-10
Kepler-783 b,Kepler-783,1,Transit,2016,Kepler,0,0.78000000,0.04000000,-0.08000000,0,516.09000000,4.69900000,-4.69900000,2016-05-10
Kepler-783 c,Kepler-783,1,Transit,2020,Kepler,0,2.33153725,,,0,516.09000000,4.69900000,-4.69900000,2020-09-03
Kepler-784 b,Kepler-784,1,Transit,2016,Kepler,0,1.58000000,0.34000000,-0.32000000,0,1303.72000000,21.12000000,-20.47000000,2016-05-10
Kepler-784 c,Kepler-784,1,Transit,2023,Kepler,0,1.55000000,0.24000000,-0.36000000,0,1303.72000000,21.12000000,-20.47000000,2017-05-08
Kepler-785 b,Kepler-785,1,Transit,2016,Kepler,0,13.02000000,0.44000000,-0.53000000,0,642.05100000,16.23200000,-16.23200000,2016-05-10
Kepler-786 b,Kepler-786,1,Transit,2016,Kepler,0,2.43000000,0.12000000,-0.07000000,0,485.31800000,6.31700000,-6.31700000,2016-05-10
Kepler-787 b,Kepler-787,1,Transit,2016,Kepler,0,1.28000000,0.06000000,-0.07000000,0,503.56800000,9.24350000,-9.24350000,2016-05-10
Kepler-788 b,Kepler-788,1,Transit,2016,Kepler,0,2.55000000,0.90000000,-0.40000000,0,1775.80000000,99.91500000,-99.91500000,2016-05-10
Kepler-789 b,Kepler-789,1,Transit,2016,Kepler,0,2.12000000,0.42000000,-0.23000000,0,1480.16000000,45.67000000,-43.06000000,2016-05-10
Kepler-79 b,Kepler-79,1,Transit,2012,Kepler,0,3.47000000,0.07000000,-0.07000000,0,1020.72000000,17.07500000,-17.07500000,2016-03-10
Kepler-79 c,Kepler-79,1,Transit,2012,Kepler,0,3.72000000,0.08000000,-0.08000000,0,1020.72000000,17.07500000,-17.07500000,2016-03-10
Kepler-79 d,Kepler-79,1,Transit,2014,Kepler,0,7.16000000,0.13000000,-0.16000000,0,1020.72000000,17.07500000,-17.07500000,2016-03-10
Kepler-79 e,Kepler-79,1,Transit,2014,Kepler,0,3.49000000,0.14000000,-0.14000000,0,1020.72000000,17.07500000,-17.07500000,2016-03-10
Kepler-790 b,Kepler-790,1,Transit,2016,Kepler,0,2.18000000,0.17000000,-0.14000000,0,703.16800000,11.30200000,-10.95500000,2016-05-10
Kepler-791 b,Kepler-791,1,Transit,2016,Kepler,0,3.05000000,1.32000000,-0.70000000,0,1266.34000000,40.27500000,-40.27500000,2016-05-10
Kepler-792 b,Kepler-792,1,Transit,2016,Kepler,0,1.96000000,0.49000000,-0.23000000,0,1425.47000000,54.06500000,-54.06500000,2016-05-10
Kepler-793 b,Kepler-793,1,Transit,2016,Kepler,0,1.37000000,0.28000000,-0.16000000,0,985.69900000,44.70100000,-41.04600000,2016-05-10
Kepler-794 b,Kepler-794,1,Transit,2016,Kepler,0,2.11000000,0.52000000,-0.34000000,0,931.19200000,14.59400000,-14.59400000,2016-05-10
Kepler-795 b,Kepler-795,1,Transit,2016,Kepler,0,1.68000000,0.18000000,-0.13000000,0,492.12200000,4.72600000,-4.63800000,2016-05-10
Kepler-796 b,Kepler-796,1,Transit,2016,Kepler,0,1.30000000,0.36000000,-0.22000000,0,817.58400000,12.25000000,-11.89900000,2016-05-10
Kepler-797 b,Kepler-797,1,Transit,2016,Kepler,0,2.17000000,0.43000000,-0.22000000,0,1315.26000000,35.10000000,-33.35000000,2016-05-10
Kepler-798 b,Kepler-798,1,Transit,2016,Kepler,0,2.39000000,1.04000000,-0.34000000,0,972.27400000,17.78100000,-17.78100000,2016-05-10
Kepler-799 b,Kepler-799,1,Transit,2016,Kepler,0,6.88000000,0.85000000,-0.57000000,0,,,,2016-05-10
Kepler-799 c,Kepler-799,1,Transit,2021,Kepler,0,2.78068551,,,0,,,,2021-12-05
Kepler-8 b,Kepler-8,1,Transit,2010,Kepler,0,15.87194400,0.59407700,-0.69495800,0,1021.87000000,14.57500000,-14.57500000,2015-10-15
Kepler-80 b,Kepler-80,1,Transit,2012,Kepler,0,2.67000000,0.10000000,-0.10000000,0,369.45100000,2.89450000,-2.89450000,2016-08-04
Kepler-80 c,Kepler-80,1,Transit,2012,Kepler,0,2.74000000,0.12000000,-0.10000000,0,369.45100000,2.89450000,-2.89450000,2016-08-04
Kepler-80 d,Kepler-80,1,Transit,2014,Kepler,0,1.53000000,0.09000000,-0.07000000,0,369.45100000,2.89450000,-2.89450000,2016-08-04
